id,regional_name,name,description,interesting_facts,country
21,Bordeaux,Vin blanc de Bordeaux,"Bordeaux est la région la plus grande de France en production de vin qui abrite beaucoup de vins fabuleuxAlors que Bordeaux est mieux connu pour ses rouges, ou les ""clarets"" comme les appellent affectueusement les Britanniques, ses blancs sont de classe mondiale aussi.

La production de vin blanc à Bordeaux est plutôt rare, en comparaison avec des rouges, et comprend environ 11% du volume global.Mais ne vous inquiétez pas, il y a encore plus de 7 millions de caisses de vin blanc!

Comme pour les rouges, les bordeaux blanc sont pour la plupart des mélanges.La variété la plus commune est le Sémillon, suivie par le Sauvignon Blanc et la Muscadelle.Bordeaux est aussi une terre d'accueil à certains des plus célèbres vins de dessert dans le monde, des sauternes renommés sous-appellation et Barsac.

Les meilleurs vins blancs secs sont de la région des Graves, et sont généralement vieilli dans un chêne léger.Les Bordeaux Blanc possèdent souvent une vive acidité et des notes d'agrumes élégantes qui penchent vers le pamplemousse blanc.Ces charmant et brillants blancs sont exquis quand ils sont associés avec des pétoncles, du poulet rôti à l'estragon, des asperges, de la quiche ou des salades avec fenouil.

Les sauternes doivent leur profondes caractéristique grâce au Botrytis cinerea (ou Noble Rot, une infection qui provoque le dessèchement des raisins).L'association française par excellence au sauternes est avec du foie gras, du canard ou du pâté.Les fromages à patte molle et les desserts comme la crème brûlée sont vont aussi de pair.Les vins doux de Barsac méritent d'être explorées, et ont tendance à être moins cher.","Le Bordeaux blanc sec le plus prisé provient du Château Haut-Brion et va chercher dans les 1000$ par bouteille pour un bon millésime.
Le Château d'Yquem est le seul Sauternes classé en Premier Cru (ou Premier Cru Supérieur).
Thomas Jefferson aimait le Château d'Yquem, il a personnellement commandé 250 bouteilles du millésime 1784, ainsi que des bouteilles supplémentaires pour George Washington.
En 2011, une seule bouteille de Château d'Yquem 1811 a été vendue aux enchères pour 117.000 $, ce qui est le record du vin blanc le plus cher jamais vendu!",fr
266,Bordeaux Right Bank,Saint-Émilion,"Made predominantly from Merlot and Cabernet Franc, Saint-Émilion wines tend to have a rich, mouth-drying tannic structure, which is balanced by the more juicy characteristics of plum and black cherry fruit, along with chocolate and sweet spice, developing savory tobacco and cedar characteristics with age.

The best Saint-Émilion wines will exhibit a terrific mineral vein, the result of vines being planted on the region's limestone escarpment. Vines planted on sandy soils tend to produce grapes that make lighter styled wines.

Situated on the right bank of Bordeaux, the region of Saint-Émilion can boast of producing the most diverse range of styles, partly due to differences in soil types, from gravel to limestone to sand, but also thanks to production variations and winemakers looking to make their mark.","The village of Saint-Émilion is a UNESCO World Heritage Site.
Saint-Émilion was the first Bordeaux region to export its wines.
Saint-Émilion is Bordeaux's largest major wine-producing region.
Unlike other classified regions within Bordeaux, Saint-Émilion updates its classification roughly every 10 years.
In Saint-Émilion Cabernet Franc is referred to as Bouchet.",fr
248,Southern Italy,Primitivo (Italie),"Arguably more well known by its alter-ego Zinfandel, Primitivo is a huge, ripe Italian grape which is the pride of the Apulia region in the south of Italy.

Primitivo is a delightfully brash wine that's very dark, very juicy and very high in alcohol.

The grape is thought to have originated in Croatia, where it is known as Crljenak (shill-ee-ah-nock). It was then brought to Italy, and on to the United States in the 1800s, where it thrived under the Californian sun.

Primitivos are very well known for being full-bodied fruit bombs. Much like Californian Zinfandels they have a very high alcohol content on account of the grapes ripening quickly.

Primitivo is a fantastic BBQ wine. It loves pulled pork, ribs, steaks and anything with a lot of flavor and a mild char to it. Pizza is another excellent choice with this fabulous wine.","Primitivo, Crljenak and Zinfandel are almost all genetically identical.
Because of its relatively low plantings in Italy and Croatia, Primitivo is considered California's grape.
La légende veut que Primitivo était le vin servi à la dernière Cène.",it
6,Italian,Barbera (Italie),"Barbera is the hardy staple grape of the famous Piedmont region in Northern Italy. The grape accounts for around 55% of the wine produced in that region.

A tough, non-fussy grape, Barbera has been known to be flexible in its acclimation to different regions. It's typically a deep ruby color with low tannin and bracing, high acidity.



Barbera is the wine of the working people in the region that it grows. It's less “respected” than Nebbiolo, and is therefore shunted into slightly less-desirable locations, though it has legions of dedicated patrons.

Unlike many of the other red grapes in the Piedmont, Barbera has a relatively long hang time on the vine and that imparts a lot of rich, dense flavors to the wine.

Barbera d'Asti is the most famous DOCG (Denominazione di Origine Controllata e Garantita) in which the grape grows. This is a warm, hilly region in the Piedmont.

As Barbera is well known for its acidity you should try to pair it with some rich, fatty foods and dark meats.","Le Barbera serait apparu au 7ème siècle, un millénaire avant le Cabernet Sauvignon.
Le Barbera est très présent en Californie. Il a tendance à y être un peu plus mûr, et donne des notes de fraises.
Les meilleurs Barbera bénéficient d'un élevage dans des fûts plus petits.
Le Barbera est le 3ème cépage le plus planté en Italie.",it
49,Burgundy,Chablis (Bourgogne),"Le Chablis est la région viticole la plus septentrionale de Bourgogne. Il est même plus proche de la Champagne que du reste de la Bourgogne, dont il est séparé par les collines du Morvan.

Le Chablis est un vin blanc sec élaboré à partir de Chardonnay, sur des terres jurassiques, ce qui lui donne quelques notes minérales.

Certains vignobles font même pousser leurs vignes sur un sol unique appelé Kimméridgien. Ce sol est composé de calcaire, d'argile et de coquilles d'huîtres fossilisées. C'est de la combinaison de cette terre et d'un climat plus tempéré que naît la saveur du Chablis et cette couleur vert doré, pâle très caractéristique.

Comme tous les vins de Bourgogne, le Chablis est classifié à l'aide d'une hiérarchie très stricte. La grande majorité des vins sur le marché portent le label régional du Chablis, ce sont souvent d'excellents vins à un prix attractif.

Les Premier Crus et Grands Crus proviennent des meilleurs vignobles et vieillissent très bien, bien qu'ils soient plus chers.

Frais et dynamique, le Chablis offre des arômes de pommes vertes, de zeste de citron, de fleurs de printemps et quelques notes minérales très caractéristiques.

On peut boire du Chablis toute l'année, mais c'est le vin idéal des saisons printanières ou de début d'été, puisqu'il accompagne parfaitement les huîtres, les moules, les sushis, les salades vertes, les asperges, les pois et à peu près tout ce qui contient du fromage de chèvre.","Le Petit Chablis est fabriqué à partir de Chardonnay juste en dehors de l'appellation Chablis.  Souvent, il est beaucoup moins cher que le Chablis, mais tout aussi savoureux - surtout lorsqu'il est consommé jeune.
Les experts du vin, comme Jancis Robinson croient que le Chardonnay du Chablis est la plus «pure» expression possible du cépage.
Les gens qui font attention à leur régime mais qui aiment néanmoins boire du vin apprécieront le fait que le Chablis soit l'un des vins le plus faible en calories, avec 100-105 calories par verre (15 cl), grâce à sa faible teneur en alcool.
Le Chablis est mentionné dans l'oeuvre épique de Léon Tolstoï, Anna Karénine, dans le chapitre 10.",fr
24,Burgundy,Vin blanc de Bourgogne,"Le Bourgogne Blanc est un vin fabriqué à partir de cépage Chardonnay cultivé dans la région de Bourgogne en France. L'autre principal cépage cultivé en Bourgogne est le Pinot Noir.

On fabrique du vin en Bourgogne depuis le 1er siècle après J.-C., sous l'empire Romain. Plus tard, les moines cisterciens participèrent à la renommée du Bourgogne en produisant les vins de l'aristocratie locale.

Les vins de Bourgogne figurent parmi les vins de terroir les plus appréciés en France, qu'ils soient rouges ou blancs, ils sont élaborés à partir de cépages qui reflètent bien le sol et le climat de la région. Le Chardonnay exprime les variations subtiles de ses vignobles collés les uns aux autres, c'est ce petit détail qui rend le Bourgogne à la fois si spécial et si cher.

Comme la plupart des vins français, la gamme de prix du Bourgogne oscille du raisonnablement abordable au très coûteux. Les vignobles de Bourgogne ont été soigneusement classifiés au cours des siècles entre Grand Cru, Premier Cru, appellations communales et régionales (Bourgogne blanc).

Ce que vous devez savoir au moment de choisir un Bourgogne blanc : il est plus nuancé que les Chardonnay du « Nouveau Monde », et cette nuance se reflète sur le taux d'alcool qui oscille souvent entre 12,5 % et 13,5 %.

Les jeunes bourgognes blancs ont des arômes de pomme, de poire, d'agrumes, quelques notes minérales et de noisettes grillées, provenant du vieillissement en barriques. Le Bourgogne blanc accompagne parfaitement les plats à base de poisson ou de fruits de mer tels que les coquilles Saint-Jacques, le saumon poché, le poulet rôti ou les légumes printaniers.","60,5% de la production globale de la Bourgogne est le vin blanc, dont la majorité est le Chardonnay.
Avec le plus plus d'AOC (Appellations dorigine Contrôlée) que toute autre région viticole française, la Bourgogne est une riche tapisserie de Grands Crus, Premiers Crus et vins village.
La veine minérale perceptible dans les bourgognes blancs et rouges est due au calcaire et la marne trouvés dans le sol bourguignon, car une grande partie de la région se trouve au sommet d'un ancien plancher océanique.
La Bourgogne produit une petite quantité de vin mousseux appelé Crémant de Bourgogne.",fr
235,Upper Loire Valley,Haute-Loire blanc,"La partie supérieure de la Loire est connue pour ses deux sous-régions viticoles emblématiques : le Pouilly Fumé et le Sancerre. La majorité des vins cultivés dans ces zones sont élaborés à partir du Sauvignon Blanc.

Frais, légèrement acides et très aromatiques, ces vins sont une incroyable expérience pour votre nez et votre palais. Ils ont aussi tendance à être un peu plus chers que les Sauvignon Blancs d'autres régions mais cela semble entièrement justifié.

Le Pouilly Fumé à l'est de la Loire et le Sancerre à l'ouest, le terroir de chaque région confère des caractéristiques légèrement différentes à ses vins respectifs. En général ces vins ne sont pas élevés en fût de chêne et ils offrent une structure étonnante avec des notes parfumées de pamplemousse et de groseille, ainsi qu'une légère touche de miel.

Les Pouilly Fumé ont tendance à être un peu plus corsés que les Sancerre.

Étonnamment, ces deux vins accompagnent parfaitement presque toutes sortes de fruits de mer et salades avec des vinaigrettes à base d'agrumes ou de vinaigre. L'association classique du Sancerre au fromage de chèvre toasté est tout simplement incroyable.

Ces vins vieillissent très bien, puisqu'un bon millésime pourra se conserver jusqu'à dix ans, même s'il convient plutôt de le boire plus jeune. Nous vous conseillons de boire du 4 à 6 ans d'âge maximum.","Il existe des preuves de la culture du vin en Haute-Loire depuis le début de l'ère commune (1er siècle).
Avant l'épidémie de phylloxéra dans les années 1850, presque tous les vins cultivés dans cette région étaient rouges.
Les français utilisèrent cette région comme destination de vacances durant la Seconde Guerre Mondiale tandis que les plages de Normandie étaient occupées.",fr
34,Chilean,Cabernet Sauvignon (Chili),"Le Cabernet Sauvignon est le cépage le plus planté dans le Nouveau Monde. Les Cabernets du Chili sont élégants et très respectés pour leur complexité et la diversité de leurs caractéristiques issues des nuances qu'apporte les terroirs chiliens au cépage.

Des peaux de raisin épaisses génèrent toujours beaucoup de tanins et des caractéristiques organoleptiques très marquées par les fruits rouges et noirs.

Ce cépage est originaire de France et fait partie des 5 cépages officiels des vins de Bordeaux. Les molécules aromatiques de ce cépage lui donne des notes caractéristiques de poivron vert.

Ce vin tire un grand bénéfice d'un vieillissement en fût de chêne. Les Cabernets chiliens sont souvent vieillis en fûts de chêne américain pendant 1 à 2 ans ce qui leur donne leurs notes distinctives de vanille, d'épices et de tabac.

Ce qui est intéressant avec les Cabernets du Chili, c'est la grande variété de saveurs qu'ils offrent au palais en fonction du terroir dont ils proviennent. Il faudrait consacrer du temps à rechercher les différences entre les différents Cabernets chiliens.","Si vous mettiez la frontière sud du Chili dans le Nebraska, la frontière nord atteindrait le pôle nord.
Le Chili possède quelques uns des pieds de vigne les plus vieux du monde.
Le Chili est l'un des plus grands producteurs de Cabernet Sauvignon dans le monde.",cl
236,Italian,Valpolicella (Italie),"The red wines of Valpolicella have a lot to offer for anyone who is a fan of rich, fruit-filled wines. The baked cherry, plum flavors and the rich texture are similar to really good Zinfandels from California.

The famous wines from Amarone and even the great value Valpolicella Ripasso are decadent, yet restrained.

In Northeast Italy, the region of Valpolicella grows a little-known grape called Corvina. It can make wines that are light with sour cherry flavors like Beaujolais, but the best known styles are much richer.

In Amarone, the grapes are dried before pressing giving the wine higher alcohol and body. The dark dessert-like fruit is complemented with strong acidity and just a touch of bitterness that makes this wine very sensual and often expensive.

The “Baby Amarone” wines of Valpolicella Ripasso are a much more affordable way to try this bold, seductive style similar to the best of California's Zinfandel.","The grapes of Amarone are dried out in drying houses to turn the grapes into raisins and concentrate the sugar.
The Valpolicella Ripasso wines are “re-passed” through the skins of Amarone grapes in order to go through a second fermentation.
Amarone must be made with a blend of Corvina, Corvinone, and Rondinella.
There has been winemaking in Valpolicella since the Ancient Greeks.
The production of Amarone is very labor-intensive, which makes the prices higher than many other regions.",it
267,Bordeaux Right Bank,Pomerol,"Bordeaux Pomerol wines are rich, decadent reds, with notes of chocolate, dark cherry, plums and spice, soft tannins and elegance courtesy of the Merlot grape.

The most lush—and expensive—wines come from a plateau of clay, gravel and iron, while lighter, more acidic wines come from the region's sandy soils.

Situated on the Right Bank of Bordeaux, Pomerol is dominated by small estates that command premium prices.

Approximately 80 percent of the region's plantings are Merlot, unlike other regions of Bordeaux where no one grape dominates so singularly; and one disadvantage is that bad weather can wreak havoc on an individual vintage.","Pomerol is the smallest of Bordeaux's major appellations.
Pomerol is the only major Bordeaux appellation that has not been classified.
Cabernet Franc was the dominant grape of Pomerol until phylloxera hit, at which point it became out-planted by Merlot, the grape that now dominates the region.
The region of Pomerol claims the three most expensive wines produced in Bordeaux: Château Pétrus, Château Le Pin and Château Lafleur.
The wines of Château Pétrus are planted on unique blue clay soils, which are thought to be approximately 40 million years old and the best terroir in Pomerol.",fr
1,Spanish,Albariño (Espagne),"Planté en majorité dans les Rias Baixas au Nord-Ouest de l'Espagne, l'Albariño est de plus en plus populaire pour son côté gai et capricieux. Désaltérant et pur, ce vin est d'une complexité difficile à ne pas aimer.Incroyablement fruité pour un vin du ""vieux monde"", l'Albariño est relaxant comme l'est la vie sur la côte espagnole.Les vins sont mis en bouteille rapidement afin de préserver leur fraîcheur fruitée, avec une bonne acidité qui va déferler dans le palais et accentuer les notes de pomme, citron vert, pêche, fleurs et herbe. Une finale d'une pure minéralité qui ne laisse pas votre palais sur sa soif. Vieilli en fût (tous ne le sont pas), il donnera des notes subtiles de vanille et d'aneth.Ce vin soit boit jeune et devrait être consommé deux ans après la mise en bouteille. C'est aussi un vin accessible, alors n'hésitez pas à faire vos réserves.L'Albariño permet de très beaux accords avec les plats de la région, notamment ceux du littoral espagnol. Essayez ce vin avec des crevettes, des coquilles Saint-Jacques, du homard et des moules. C'est aussi un excellent digestif.","L'Albariño est considéré comme le vin du Nouveau Monde de l'Ancien Monde.
Le jour de l'Albariño est célébré le 9 mai ! 
L'Albariño est constitué de plus de 90% de vin cultivé et produit dans la région Rias Baixas en Espagne. ",es
29,Argentinian,Cabernet Sauvignon (Argentine),"Malbec is the king of Argentina. However, if you like rich, full wines with dark fruit flavors, then you might want to try the fruit-forward Cabernet Sauvignons from Argentina.

The Cabs from Argentina are very similar to the Malbecs. Best of all, they are typically not expensive at all!

The dry, hot climate of Argentina is really great for growing Cabernet Sauvignon. The grapes ripen very easily, so these Cabs are almost always filled with tons of blackberries, cherry, pepper and vanilla with a little bit of mint.

Like Malbec, the Cabs in Argentina range in quality, but, for the money, it is hard to choose wrong these days. Most of the wines you'll find will be very affordable, but you can find world-class Cabs that are much more expensive.

The Cabs in Argentina are not quite as big as the Cabs of Napa Valley, but they are typically richer and fuller than the ones in Bordeaux.","Le Cabernet Sauvignon représente un peu plus de 17% de l'encépagement de vin rouge en Argentine.
L'Argentine est le 5ème pays producteur de vin dans le monde.
L'Argentine est reconnue pour avoir redonné toute sa popularité au Malbec, un cépage français.
La Patagonie, région située le plus au sud du continent Sud Américain, produit beaucoup de bons vins.",ar
186,German,Riesling (Allemagne),"Le Riesling est sans aucun doute le raisin préféré de l'Allemagne. Largement planté, bien qu'auparavant ridiculisé, le Riesling est la superstar du monde du vin blanc en ce moment.

Il existe un large éventail de polyvalence avec ce vin sucré et visqueux, et vous pouvez vous attendre à obtenir des notes de fruits tropicaux, de nectarines, de melons et d'ananas venant d'un bon Riesling.

Le raisin est originaire de la région du Rhin en Allemagne, et les meilleurs d'entre eux se développent le long des rives de la Moselle sur de belles collines abruptes et orientées vers le sud.

Il existe six catégories de Riesling qui indiquent la maturité des raisins. Le Kabinett est considéré comme «hors sec» et est un raisin typiquement mûr. Le Spätlese est plus mûr et donc plus doux, et l'Auslese est encore plus mûr. Au-delà, vous avez les Beerenauslese, Trockenbeerenauslese et Eiswein (ou vin de glace), tous plus doux, plus visqueux et plus coûteux.

C'est un favori dans la gastronomie et les boissons en raison de sa volonté de jouer avec une grande variété d'aliments, des plats épicés en particulier. On pense que le boom actuel de la fusion asiatique a eu un effet énorme sur la popularité de Riesling.","Riesling is grown all over the world and thrives in cool to warm climates.
Riesling is one of the few white wines that develops and improves with age.
There are an unusually high number of German Riesling producers that carry the prefix “Dr.”",de
30,Australian,Cabernet Sauvignon (Australie),"The home of Cabernet Sauvignon is in Bordeaux. However, Australia has found great success growing it, especially in the regions of Coonawarra and Margaret River.

These Cabs balance the dark, rich fruit that Cab is known for with flavors of mint and eucalyptus.

With climates that are similar to France's Bordeaux, Australia has found success making Cabernet Sauvignon wines, especially the wines from Coonawarra in the South and Margaret River in the West. While it is often blended with the popular Shiraz grape, it can make lovely balanced wines on its own.

The Cabs of Australia do not have quite as much richness or alcohol as Cabs from the Napa Valley, or the subtle complexity of the best Bordeauxs. They do, however, possess a beautiful balance of fruit, acidity and tannin. With all of these elements in harmony, these wines are delightful after a few years of aging.","L'industrie vinicole à débuté en Australie en 1788.
Le terme de ""vigneron globe trotter"" a été forgé en Australie. Le style de ces vignerons est si convoité qu'ils peuvent être embauchés à l'étranger.
South Australia, the home of Coonawarra, is responsible for about 50% of Australia's wine production.
Le sol en Coonawarra est appelé Terra Rosa ou ""terre rouge"".
Le premier vignoble de Margaret River fut planté en 1890.",au
149,Northern Italy,Pinot Grigio (Italie du Nord),"Beaucoup de gens pensent que le ""vin blanc italien"" Pinot Grigio est le premier à venir à l'esprit et pour une bonne raison ! Le Pinot Grigio est la variété de vin la plus importée en Amérique.

Les fans de Pinot Grigio peuvent s'attendre à un vin blanc délicat et léger qui est un accompagnement naturel pour les plats légers comme les hors-d'œuvre, les salades ou les poissons.

Bien que la variété soit originaire de Bourgogne, elle est maintenant cultivée dans de nombreuses régions viticoles du monde entier. Il est le plus souvent associé comme en provenance de l'Italie, où il est produit en grande quantité.

Le Pinot Grigio est cultivé dans le nord de l'Italie, mais il est le plus souvent trouvé en Vénétie, en Ombrie, au Trentin, en Émilie-Romagne et au Frioul.

Bien que certains refusèrent d'opter pour une production de Pinot Grigios en masse, c'est l'un des vins les plus populaires dans le commerce. Il existe de nombreux producteurs de qualité qui font des vins plus raffinés, ce qui récompense les buveurs avec une saveur et un corps nuancés.En fonction de la région, du producteur et du prix, le Pinot Grigios varie de léger à moyen dans le corps et présente généralement des notes de poire, de pomme et de nectarine, ainsi que des agrumes, de l'acidité et une minéralité légère.Ces vins sont destinés à être consommés jeunes.","Le Pinot Grigio est connu sous le nom Pinot Gris en France, Grauburgunder en Allemagne et Grauer Burgunder en Autriche.
Pinot Grigio has recently been made both famous and infamous by a private labeling by a reality television star.
Alors que la majorité vient d'Italie, la Californie, l'Oregon et l'État de Washington, les états planteront une quantité toujours plus importante de cette variété.
Le Pinot Grigio est en fait une mutation de la variété ""Pinot"", tout comme le Pinot Noir, Pinot Meunier, etc.",it
268,Bordeaux Right Bank,Libournais rouge,"Bordeaux Libournais are Merlot-based blends, with juicy red fruit, smooth body and subtle tannins.

Wines from the Libournais can be powerful, but tend to be softer and smoother than wines from the Left Bank, which are typically Cabernet Sauvignon dominant.

While not a distinct appellation itself, Libournais refers to the Right Bank of Bordeaux, including the esteemed appellations of Pomerol, Saint-Émilion and Fronsac, where plantings of Merlot dominate.

Libournais wines can be drunk at a young age in comparison to wines from Bordeaux's Left Bank.","The region is named after the town of Libourne, and is considered the winemaking capital of the Gironde department in France.
Limestone soils in Fronsac stay cool, which is helpful in very warm vintages.
The Right Bank of Bordeaux produces only approximately 10% of all red Bordeaux wines.",fr
92,Spanish,Grenache (Espagne),"While once being the 2nd most planted grape in the world, Grenache's popularity has faltered. However, its ability to produce delicious wines has not.

Grenache is known for its candied red fruit flavors complemented by dollops of cinnamon and black pepper. The most famous of these comes from Spain's Priorat.

There was a time when Grenache was the dominant grape in Spain. Now, despite ripping up almost half of the Grenache vineyards, Spain is still producing amazing wines with Grenache. These wines range from affordable everyday wines to lavishly expensive world-class affairs.

These garnet-colored, fruit-forward wines showcase delightful flavors of candied red fruit, cinnamon, and black pepper. The grape ripens late with high sugars, so it often produces wines that are high in alcohol. The more affordable versions are typically lighter and easy-drinking, while the expensive Priorats are rich and opulent and meant for long aging.","La France, et non l'Espagne, a le plus de Grenache planté au monde.
En Espagne, le Grenache s'appelle Garnacha.
Avant l'apparition du phylloxera en 1901, il n'y avait pas de plantations de Grenache en Rioja.
Certains croient que le Grenache a commencé en Sardaigne, car c'est le même raisin que le Sardegnian Cannonau.
Le Grenache est connu pour ses saveurs de fruits confits et de cannelle.",es
274,Muscadet (Loire),Muscadet (Loire),"Muscadet is a light-bodied, dry white wine made from Melon de Bourgogne grapes that impart lemon, lime, green apple and pear flavors. This highly-acidic wine—also known for mineral and salty characteristics—is meant to be consumed young, and pairs well with seafood (a classic pairing is oysters).

Richer, creamier and more complex versions of Muscadet are also produced using winemaking techniques such as barrel fermentation and sur lie aging, which means the wine is left to age on the lees (expired yeast cells) after fermentation without filtering out the yeast sediment--a winemaking method that imparts a richer, creamier texture.

Melon de Bourgogne grows in the Muscadet appellation in the Pays Nantais of Lower Loire Valley near the Loire River in western France.

In 2011, a cru communaux system was developed in the Muscadet appellation to designate superior growing regions within the appellation. The first three named were Clisson, Le Pallet and Gorges.","D'après les lois françaises d'Appellation d'Origine Contrôlée, tous les Muscadet doivent être faibles en alcool — en dessous de 12% d'APV
Le Muscadet est le vin blanc initialement utilisé dans la recette traditionnelle française de la sauce au beurre blanc.
Comme son nom l'indique, le Melon de Bourgogne est originaire de Bourgogne, mais il n'est plus utilisé dans cette région depuis des siècles. Durant ce temps, certains producteurs ont créé une certaine confusion avec le Chardonnay, et c'est pourquoi il en reste toujours un peu en Côte d'Or.",fr
260,Bordeaux Left Bank,Graves rouge,"Though Graves produces both red and white wines, it is mostly known for its elegant Cabernet Sauvignon-based blends, which are typically redolent of dark cherries with savory spice, chocolate and a distinctive minerality.

Wines here tend to be lighter in body and mature more quickly than those from the Haut-Médoc, yet still have fantastic aging potential.

Located on Bordeaux's left bank, Graves is known for its gravel soils, which retain the sun's heat and help ripen grapes.

In 1987, Pessac-Leognan was separated out from the wider Graves appellation, taking with it the all of the region's Classed Growths.","The region Graves is named for the pebbles carried out by the Garonne River, which retain the sun's heat and help ripen the region's grapes.
With the exception of Chateau Haut Brion, no Graves producers were included in the 1855 Classification of Bordeaux First Growths. Graves did not receive its own official classification until 1959.
Many historians believe Graves to be the area where the Romans first planted grapes to produce wine in Bordeaux, approximately 2,000 years ago.",fr
96,Languedoc-Roussillon,Vin blanc Languedoc-Roussillon,"Le vin de la région Languedoc-Roussillon est produite dans le sud de la France, allant de la côte méditerranéenne à la Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat et Mauzac sont quelques-uns des raisins blancs les plus importants de la région.

Bien qu'il y ait une grande diversité et un volume important de vin produit dans cette région, les vins blancs sont généralement aromatiques et croustillant, souvent avec des notes florales et de fruits à noyaux.

Il y a quelques valeurs exceptionnelles se trouvent dans les vins de cette région. De nombreux vins de ce domaine se vendent au détail à moins moins de 17€.

Bien que la région fût connue pour produire du vin de table peu cher par le passé, de nombreux vignobles et coopératives remplacent les vignes de moins bonne qualité au profit de variétés de vin de meilleure qualité et de méthodes de production. La qualité a été constamment améliorée depuis les années 1970, lorsque la région a été surtout connu pour le barattage de vin au pichet pas cher.

Parmi les vins blancs les plus notables qui sortent de cette région, on retrouve le Crémant de Limoux, qui est produit par Méthode Traditionnelle. Ces mousseux offrent un grand coup pour le plaisir!","Le Languedoc-Roussillon abrite la plus grande région productrice de vin dans le monde, générant de plus de 1/3 de la production de vin de France.
Pendant les guerres mondiales, l'armée française a reçu ses rations quotidiennes de vins du Languedoc-Roussillon.
Le Languedoc-Roussillon est l'une des plus anciennes régions viticoles en France qui remonterait à au moins 6000 ans avant JC.
Au cours du 14ème siècle, les vins du Languedoc-Roussillon ont été prescrits par les médecins et les hôpitaux pour aider les à soigner divers maux.",fr
272,Argentinian,Torrontés (Argentine),"Argentina's Torrontés grape produces a highly-aromatic dry white wine with dazzling aromas of honeysuckle, orange blossoms, lavender, geranium and rose petals. On the palate, these wines are crisp with bright, and refreshing citrus and tropical fruit notes along with great minerality. Some boast a lingering, spicy finish.

There are three types of Torrontés found in South America: Torrontés Riojano, a highly aromatic wine;  Torrontés Sanjuanino, which is less fragrant than the Riojano, and the Torrontés Mendocino, the least expressive of the three. 

Torrontés thrives in high-altitude, cool, dry climates. The Riojano shows the most depth in Argentina's Cafayate region of Salta, situated on the edge of the Andes Mountains in the northwestern part of the country.

Wine critics warn that when Torrontés is grown in warmer climates or not produced properly, it can be over-alcoholic and bitter.","Le Chili fait pousser du raisin Torrontés Riojano pour faire du Pisco, alcool national du pays.
La région du Cafayate comporte certains des plus hauts vignobles du monde.
Torrontés has many of the same characteristics as Muscat because it's an offspring of the Muscat of Alexandria grape.
South American Torrontés is unrelated to the Torrontés grape grown in the Galicia region of Spain.
Le nom 'Torrontés', utilisé pour ces raisins en Argentine date du milieu du 19ème siècle.",ar
214,Southern Rhône,Vin blanc du Rhône Sud,"Le vignoble de la vallée du Rhône est façonné par le cours de sa rivière, le Rhône. Le climat méditerranéen de la Vallée du Rhône méridionale en fait l’une des plus chaudes régions viticoles françaises.

Bien que le Rhône Sud soit surtout connu pour ses mélanges de vins rouges de haute qualité, on y produit également de très bons vins blancs qui ne représentent que 5 % de la production globale.

Si on associe cette production limitée à la renommée des vins rouges de la région, on comprend qu'il est parfois difficile de déguster ces vins blancs du Rhône Sud. Essayez de débusquer un Châteauneuf-du-Pape blanc ; les rares vins blancs de noirs (vins blancs issus de raisins rouges ou noirs, à jus blanc) de cette région princière figurent parmi les meilleurs de la région Rhône Sud.

La plupart des vins blancs du Rhône Sud sont un mélange de Roussanne et de Marsanne et parfois de Viognier, même s'il est plutôt rare que le Viognier soit mélangé. D'autres variétés, comme le Grenache Blanc, le Bourboulenc, la Clairette, le Ugni Blanc ou le Picpoul sont également plantées en plus petites quantités.

Les vins blancs du Rhônes offrent une impressionnante gamme d'arômes et de saveurs où se mêlent abricots, poires mûres, miel, fleurs blanches, agrumes, épices et noix. Corsés, secs et onctueusement texturés, il n'est pas toujours évident de les marier à la nourriture. Ils devraient pouvoir accompagner un poisson blanc avec une sauce à la crème, les plats d'Afrique du nord relevés d'épices, la cuisine thaïlandaise, les plats à base de pommes ou les fromages à pâte molle.","Châteauneuf-du-Pape permet 18 (13 auparavant) variétés à utiliser dans les mélanges de vin rouge. A la différence des rouges, il n'y a aucune restriction dans les mélanges de vin blanc.
Les assemblages de vin blanc les plus sérieux, en particulier ceux qui contiennent la plupart du temps du Roussanne sont vieillis chêne.
Picpoul traduit signifie littéralement «stinger à lèvres"", il est clair, propre, avec une acidité piquante. Il est généralement assez bon marché et fait un joli vin d'été. ",fr
