finess_et;finess_ej;raison_sociale;raison_sociale_entite_juridique;adresse_administrative_1;adresse_administrative_2;adresse_complete;complement_adresse;num_dept;dept;cp_ville;num_tel;num_fax;num_cat;categorie_de_l_etablissement;num_type;type_etablissement;num_siret;code_ape;code_tarif;lib_tarification;date_ouverture;lat;lng;wgs84
780020905;780020855;LBM BIOSYNERGIE LECLERC;LBM BIOSYNERGIE LECLERC;;;65 AV DU GENERAL LECLERC;;78;YVELINES;78220 VIROFLAY;01 30 24 10 18;01 30 24 68 88;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2010-12-31;48.804019;2.1725013;48.804019,2.1725013
940017239;750049066;LBM SITE ARCUEIL;LABORATOIRE DE BIOLOGIE MEDICALE LA SCALA SITE ARCUEIL;;;67 AV ARISTIDE BRIAND;;94;VAL DE MARNE;94110 ARCUEIL;01 46 56 92 20;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-08-30;48.8062123;2.3258815;48.8062123,2.3258815
920027950;920027943;LBM BENHAÏM SITE JEAN JAURES;LABORATOIRE BIO MEDICALE SELARL BENHAÏM SITE JEAN JAURES;;;170 AV JEAN JAURES;;92;HAUTS-DE-SEINE;92140 CLAMART;01 46 44 47 98;01 46 44 31 65;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-01-06;48.8095487;2.2693532;48.8095487,2.2693532
940020209;940020118;LBM COHEN ZACCARINI;;;;82 AV GAMBETTA;;94;VAL DE MARNE;94700 MAISONS ALFORT;01 43 78 65 62;01 45 96 33 23;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-08-09;48.8099112;2.4444709;48.8099112,2.4444709
920027430;750049066;LBM SITE MEUDON;LABORATOIRE DE BIOLOGIE MEDICALE MEUDON;;;23 R CLAUDE DALSÈME;;92;HAUTS-DE-SEINE;92190 MEUDON;01 45 34 12 49;01 45 34 22 81;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-08-30;48.8131012;2.2402957;48.8131012,2.2402957
940016538;940016488;LBM VILLERMAIN LECOLIER;;;;130 AV ROGER SALENGRO;;94;VAL DE MARNE;94500 CHAMPIGNY SUR MARNE;01 47 06 95 25;01 47 06 78 67;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;73204229600010;;99;Indéterminé;2010-01-12;48.8165741;2.4990029;48.8165741,2.4990029
920005642;920005634;LABM PLOUVIER;;;;46 AV HENRI GINOUX;;92;HAUTS-DE-SEINE;92120 MONTROUGE;01 47 35 61 61;01 47 35 70 98;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;42412914600017;8690B;99;Indéterminé;1988-11-04;48.8187795;2.3228016;48.8187795,2.3228016
940018948;940018898;LBM BIO PATH BERCY;LABORATOIRE DE BIOLOGIE MEDICALE BIO PATH SITE BERCY;;;3 R DU PORT AUX LIONS;;94;VAL DE MARNE;94220 CHARENTON LE PONT;01 49 77 58 58;01 43 78 97 50;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-07-07;48.8228425;2.3979132;48.8228425,2.3979132
920026754;920026564;LBM BIO PARIS OUEST SITE SEVRES;LABORATOIRE DE BIOL MEDICALE SELARL SEL BIO PARIS OUEST;;;1 AV DE L'EUROPE;;92;HAUTS-DE-SEINE;92310 SEVRES;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-01-10;48.8239663;2.2120991;48.8239663,2.2120991
920005311;920004835;LABM BALIAN;;;;36 R ERNEST RENAN;;92;HAUTS-DE-SEINE;92130 ISSY LES MOULINEAUX;01 46 48 72 80;01 46 48 99 36;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;40119970800041;8690B;99;Indéterminé;1984-01-09;48.8280439;2.281059;48.8280439,2.281059
750052060;750052045;LBM SELARL LABO XV SITE LEFEBVRE;;;;143 BD LEFEBVRE;;75;PARIS;75015 PARIS;01 45 33 85 85;01 45 33 58 75;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;35296272400048;;1;Etablissement Tarif Libre;2012-09-13;48.8290909;2.2999771;48.8290909,2.2999771
920004603;920026127;LABM ANGOTTI JALLADEAU;;;;92B R DU POINT DU JOUR;;92;HAUTS-DE-SEINE;92100 BOULOGNE BILLANCOURT;01 46 20 06 00;01 46 09 19 08;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;34186896600019;8690B;99;Indéterminé;1983-12-29;48.8299353;2.2496815;48.8299353,2.2496815
750052383;750050171;LBM SELAS SANTE BIO SITE FROIDEVAUX;;;;17 R FROIDEVAUX;;75;PARIS;75014 PARIS;01 43 21 29 05;01 43 27 78 08;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2012-01-10;48.8351707;2.3293248;48.8351707,2.3293248
770018596;770003127;LBM BIO-VSM LAB TORCY;LABORATOIRE DE BIOLOGIE MEDICALEBIO VSM LAB TORCY;RESPON.: MME LASSAL ET MR CHASTE;;3B  RUE PIERRE MENDES FRANCE;;77;SEINE-ET-MARNE;77200 TORCY;01 60 05 68 95;01 60 05 76 77;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2010-01-10;48.8408014;2.6526952;48.8408014,2.6526952
920027687;920026564;LBM SEL PARIS OUEST SITE FESSART;LBM SEL PARIS OUEST SITE FESSART;;;32 R FESSART;;92;HAUTS-DE-SEINE;92100 BOULOGNE BILLANCOURT;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-06-07;48.8435947;2.2392842;48.8435947,2.2392842
780002036;920006145;LABM LA CARAVELLE;;;LA NOUVELLE CARAVELLE;17 AV GUIBERT;;78;YVELINES;78170 LA CELLE ST CLOUD;01 39 18 40 56;01 39 69 81 01;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;38957085400023;8690B;1;Etablissement Tarif Libre;1976-12-15;48.8462298;2.131846;48.8462298,2.131846
750049710;940018898;LBM BIO PATH AUTEUIL;LABORATOIRE DE BIOLOGIE MEDICALE BIO PATH SITE AUTEUIL;;;31 R D'AUTEUIL;;75;PARIS;75016 PARIS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;8690B;99;Indéterminé;2011-10-10;48.8474916;2.2664193;48.8474916,2.2664193
750048571;930023270;LBM SITE DE LYON;LABORATOIRE DE BIOLOGIE MEDICALE CHAOUAT HEURZEAU BIEDER;LBM;;30 R DE LYON;;75;PARIS;75012 PARIS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-06-30;48.8488298;2.3712658;48.8488298,2.3712658
750049439;750049371;LBM SITE LA PLAINE;LABORATOIRE DE BIOLOGIE MEDICALE SELAS GUEVALT SITE LA PLAIN;;;29 R DE LA PLAINE;;75;PARIS;75020 PARIS;01 43 79 22 38;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-12-29;48.8503075;2.4021406;48.8503075,2.4021406
750050189;750050171;LBM SELAS SANTE BIO SITE SAINT GERMAIN;LBM SITE 78 BD SAINT GERMAIN PARIS 05;;;78 BD SAINT GERMAIN;;75;PARIS;75005 PARIS;01 46 33 42 89;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-01-08;48.8507341;2.3465068;48.8507341,2.3465068
750006710;750006702;LABM;;;;56 R DU DOCTEUR BLANCHE;;75;PARIS;75016 PARIS;01 42 24 15 48;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;78465293500015;;1;Etablissement Tarif Libre;1971-05-13;48.8521699;2.2642395;48.8521699,2.2642395
750050734;750050718;LBM CEF SITE DESAIX;;;;27 R DESAIX;;75;PARIS;75015 PARIS;01 47 82 39 12;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;31372132600020;;1;Etablissement Tarif Libre;2011-12-16;48.8525511;2.2926632;48.8525511,2.2926632
750052078;750052045;LBM SELARL LABO XV SITE ASSOMPTION;;;;32 R DE L'ASSOMPTION;;75;PARIS;75016 PARIS;01 42 88 10 03;01 45 27 77 89;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;35296272400048;;1;Etablissement Tarif Libre;2012-09-13;48.853852;2.2721631;48.853852,2.2721631
750049140;750049124;LBM BIO 4 L SITE BAGNOLET;;LBM;;55 R DE BAGNOLET;;75;PARIS;75020 PARIS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-11-30;48.8571643;2.3983835;48.8571643,2.3983835
750048555;930023270;LBM SITE GAMBETTA;LABORATOIRE DE BIOLOGIE MEDICALE CHAOUAT HEURZEAU BIEDER;;;10 AV GAMBETTA;;75;PARIS;75020 PARIS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-06-30;48.863143;2.3888803;48.863143,2.3888803
920006186;920006160;LABM CHAPELLE;;;;6B ALL DE L'ANCIEN PONT;;92;HAUTS-DE-SEINE;92150 SURESNES;01 45 06 19 99;01 47 28 80 54;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;34168415700017;8690B;99;Indéterminé;1986-11-27;48.8680154;2.2278536;48.8680154,2.2278536
780021523;780003513;LBM DE MARLY;;;CCIAL DES GRANDES TERRES;;;78;YVELINES;78160 MARLY LE ROI;01 39 16 69 70;01 39 16 69 96;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-11-07;48.868389;2.097727;48.868389,2.097727
920027653;920026564;LBM BIO PARIS OUEST SITE DE GAULLE;LBM SEL BIO PARIS OUEST SITE DE GAULLE;;;20 AV DU GENERAL DE GAULLE;;92;HAUTS-DE-SEINE;92150 SURESNES;01 45 06 19 28;01 45 06 46 51;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-06-07;48.8697021;2.2246153;48.8697021,2.2246153
770019388;770003127;LBM BIO-VSM LAB CHELLES;;;;50 AV FOCH;;77;SEINE-ET-MARNE;77500 CHELLES;01 60 08 03 92;01 60 20 96 34;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2012-03-05;48.871088;2.5767;48.871088,2.5767
930001854;930001847;SELAFA LABM ZTP;;M. TAAR M. PFEFFER;;7 R RAYMOND LEFEVRE;;93;SEINE-SAINT-DENIS;93170 BAGNOLET;01 43 62 80 80;01 43 63 90 39;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;41234091100012;8690B;1;Etablissement Tarif Libre;1980-07-22;48.8723567;2.4252098;48.8723567,2.4252098
930003637;930006598;SELARL LABM DE BIOLOGIE MEDICALE IRIS;;M. LAHIANI FREDERIC;;40 R DU GENERAL GALLIENI;;93;SEINE-SAINT-DENIS;93110 ROSNY SOUS BOIS;01 48 94 21 21;01 48 94 21 22;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;44877060200010;;1;Etablissement Tarif Libre;1988-07-11;48.8723974;2.4848888;48.8723974,2.4848888
750050429;750048951;LBM PARC MONCEAU SITE GARE DU NORD;;;GARE PARIS NORD NIVEAU R-1;ESPACE MAIL COMMERCIAL;;75;PARIS;75010 PARIS;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-09-21;48.8755083;2.3578528;48.8755083,2.3578528
750054215;750050536;SELAS CBCV SITE MAGENTA;;;;88 BD MAGENTA;;75;PARIS;75010 PARIS;01 40 35 99 88;01 42 09 89 26;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2013-08-03;48.8768876;2.355782;48.8768876,2.355782
750049454;750049066;LBM SITE ROME;LABORATOIRE DE BIOLOGIE MEDICALE LA SCALA SITE ROME;;;35 R DE ROME;;75;PARIS;75008 PARIS;01 43 87 36 23;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-04-02;48.877365;2.3228101;48.877365,2.3228101
750049108;750049066;LBM SITE LAFAYETTE;LABORATOIRE DE BIOLOGIE MEDICALE LA SCALA SITE LAFAYETTE;LBM;;130 R LAFAYETTE;;75;PARIS;75010 PARIS;01 47 70 75 64;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-08-30;48.8782648;2.3534074;48.8782648,2.3534074
750037541;750806317;LABM CENTRE MEDICAL EUROPE;;;;44 R D AMSTERDAM;;75;PARIS;75009 PARIS;01 42 81 80 20;01 40 16 41 44;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;78440184600018;8690B;1;Etablissement Tarif Libre;1997-01-01;48.8784084;2.3270544;48.8784084,2.3270544
920026580;920026564;LBM SEL BIO PARIS OUEST - MICHELIS;LABORATOIRE BIO MEDICALE SELARL SEL BIO PARIS OUEST;;;18 R MADELEINE MICHELIS;;92;HAUTS-DE-SEINE;92200 NEUILLY SUR SEINE;01 47 45 03 00;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;40309320600049;;1;Etablissement Tarif Libre;2010-01-10;48.8813866;2.276504;48.8813866,2.276504
750049413;750049371;LBM SITE D'ALGERIE;LABORATOIRE DE BIO MEDICALE SELAS GUEVALT SITE D'ALEGERIE;;;30 BD D'ALGERIE;;75;PARIS;75019 PARIS;01 42 08 05 06;01 42 00 33 65;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2010-12-29;48.8828031;2.3988923;48.8828031,2.3988923
930023445;930024815;LBM BIO-LAM GAGNY;;;;22 AV JEAN JAURES;;93;SEINE-SAINT-DENIS;93220 GAGNY;01 43 81 21 21;01 43 81 98 94;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;8690B;1;Etablissement Tarif Libre;2010-11-17;48.8835726;2.5291884;48.8835726,2.5291884
770019057;770003127;LBM BIO-VSM LAB BROU SUR CHANTEREINE;;;;18  RUE CARNOT;;77;SEINE-ET-MARNE;77177 BROU SUR CHANTEREINE;01 60 93 12 90;01 60 93 12 91;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-09-29;48.883688;2.6270765;48.883688,2.6270765
920005725;920005139;LABM SELARL XL-BIO;;LABM LEMAITRE;;13 PL DU MARECHAL FOCH;;92;HAUTS-DE-SEINE;92000 NANTERRE;01 47 24 69 30;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;44488204700020;8690B;99;Indéterminé;1977-04-29;48.8885126;2.1938015;48.8885126,2.1938015
920027406;750048951;LBM PARC MONCEAU SITE COURBEVOIE;LABORATOIRE DE BIOLOGIE MEDICALE SELARL LABO PARC MONCEAU;;;15 PRV DE LA DEFENSE;92092 PARIS LA DEFENSE;92;HAUTS-DE-SEINE;92400 COURBEVOIE;01 47 78 80 80;01 46 98 02 82;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-09-21;48.8897359;2.2418428;48.8897359,2.2418428
750051989;750051971;LBM SELARL ASTRABIO LBM SITE CRIMEE;;;;181 R DE CRIMEE;;75;PARIS;75019 PARIS;01 40 36 29 53;01 40 36 46 66;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;40192932800011;;1;Etablissement Tarif Libre;2012-08-24;48.8903425;2.3771019;48.8903425,2.3771019
780021432;780003513;LBM DU VÉSINET;;;;16 R DU GENERAL CLAVERY;;78;YVELINES;78110 LE VESINET;01 39 76 01 43;01 39 76 37 26;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-07-21;48.890649;2.1350345;48.890649,2.1350345
920027562;780021549;LBM CROSNIER;LABORATOIRE DE BIOLOGIE MEDICALE;;;22 R D'ALSACE;;92;HAUTS-DE-SEINE;92300 LEVALLOIS PERRET;01 47 31 32 60;01 56 76 08 16;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-12-19;48.8909753;2.2948227;48.8909753,2.2948227
920026960;920026937;LBM XL-BIO SITE TERTRE;LABORATOIRE DE BIOLOGIE MEDICALE S.E.L.A.R.L.XL-BIO;LBM DU TERTRE;;1 ALL DU TERTRE;;92;HAUTS-DE-SEINE;92000 NANTERRE;01 47 25 31 40;01 55 69 00 35;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;44488204700038;8690B;1;Etablissement Tarif Libre;2011-07-29;48.8960274;2.2170949;48.8960274,2.2170949
750007031;930003892;LABM;;;;24 R NAVIER;;75;PARIS;75017 PARIS;01 46 27 79 24;;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;42958009500025;8690B;1;Etablissement Tarif Libre;1980-07-10;48.896116;2.3243116;48.896116,2.3243116
920028032;920028016;LBM CENTRAL 92 SITE COURBEVOIE;;;;103 R ARMAND SILVESTRE;;92;HAUTS-DE-SEINE;92400 COURBEVOIE;01 43 33 56 96;01 47 68 71 65;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-05-14;48.9026183;2.2688787;48.9026183,2.2688787
770019198;770018406;LBM ARMAINVILLIERS CHELLES;;;;106 AV DES SCIENCES;BP 112;77;SEINE-ET-MARNE;77649 CHELLES CEDEX;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-11-25;48.9034068;2.5912029;48.9034068,2.5912029
780003323;780003315;LABM AISSAOUI;;;;63 AV PAUL DOUMER;;78;YVELINES;78360 MONTESSON;01 30 15 92 10;01 30 15 92 13;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;35150153100021;8690B;99;Indéterminé;1989-03-28;48.906279;2.1516871;48.906279,2.1516871
930023825;940018898;LBM BIO PATH BOBIGNY 1;LABORATOIRE DE BIOLOGIE MEDICALE BIO PATH SITE BOBIGNY 1;;;25 BD LENINE;;93;SEINE-SAINT-DENIS;93000 BOBIGNY;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;8690B;99;Indéterminé;2011-12-31;48.9066929;2.4443598;48.9066929,2.4443598
780001996;780001970;LABM AISSAOUI COCHAIS;;;;42 R DU GENERAL LECLERC;;78;YVELINES;78420 CARRIERES SUR SEINE;01 39 13 00 99;01 39 13 46 64;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;38765678800024;8690B;99;Indéterminé;1992-01-01;48.9100629;2.1768891;48.9100629,2.1768891
930024484;930024815;LBM BIO-LAM DRANCY;;;185-191;185 AV JEAN JAURES;;93;SEINE-SAINT-DENIS;93700 DRANCY;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-10-30;48.9169515;2.4573387;48.9169515,2.4573387
930024476;930024815;LBM BIO-LAM LIVRY GARGAN;;;24-28;28 AV DU CONSUL GENERAL NORDLING;;93;SEINE-SAINT-DENIS;93190 LIVRY GARGAN;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-10-30;48.9181184;2.5350278;48.9181184,2.5350278
950016238;920027075;LBM BIO CLINIC SITE VAILLANT;LABORATOIRE DE BIOLOGIE MEDICALE BIO CLINIC SITE VAILLANT;;;125 R EDOUARD VAILLANT;;95;VAL D'OISE;95870 BEZONS;01 30 76 85 25;01 30 76 22 12;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-01-04;48.9250592;2.2102478;48.9250592,2.2102478
930002167;930002241;SELARL LABM FITOUSSI;;M. FITOUSSI FREDERIC;;53 AV MARCEAU;;93;SEINE-SAINT-DENIS;93700 DRANCY;01 48 31 75 11;01 48 31 97 17;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;39785684000020;8690B;1;Etablissement Tarif Libre;2002-05-31;48.9290469;2.4342191;48.9290469,2.4342191
930023627;930023585;LBM LABORATOIRES DES FRANCILIENS;;;M. FREDERIC NIN;1 R DE BONDY;;93;SEINE-SAINT-DENIS;93600 AULNAY SOUS BOIS;01 48 66 38 43;01 48 69 02 37;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;8690B;1;Etablissement Tarif Libre;2011-07-01;48.9313289;2.4937011;48.9313289,2.4937011
920026549;920026523;LBM VOLTAIRE-BOURGUIGNON SITE GRANDEL;LABORATOIRE BIOLOGIE MEDICALE SELARL VOLTAIRE-BOURGUIGNON;LBM HADDAOUI;;2 PL GRANDEL;;92;HAUTS-DE-SEINE;92230 GENNEVILLIERS;01 47 94 47 12;01 47 94 04 53;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;34506745821021;;1;Etablissement Tarif Libre;1986-02-21;48.9332462;2.2971097;48.9332462,2.2971097
930023304;930023296;LBM CLEMENT FRESNAIS HAMIDI MINZ;;ET MAURIN;;8 AV HENRI BARBUSSE;;93;SEINE-SAINT-DENIS;93150 LE BLANC MESNIL;01 48 67 35 84;01 48 67 03 98;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;42282473000028;8690B;1;Etablissement Tarif Libre;2010-01-07;48.9363646;2.4580479;48.9363646,2.4580479
950002444;950002436;LABM DU PERREUX M. HABIB;;;;161 R DU PERREUX;;95;VAL D'OISE;95100 ARGENTEUIL;01 39 81 15 12;01 39 81 15 12;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;35051306500010;8690B;99;Indéterminé;2065-06-25;48.9453704;2.2249871;48.9453704,2.2249871
780021259;780021200;LBM ANDRÉSY;LBM BIO LAB D'ANDRÉSY;;;26B BD NOEL MARC;;78;YVELINES;78570 ANDRESY;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-04-19;48.9795339;2.0587686;48.9795339,2.0587686
780021234;780021200;LBM VERNEUIL;;;;45  GRANDE RUE;;78;YVELINES;78480 VERNEUIL SUR SEINE;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2011-04-19;48.9797354;1.9773018;48.9797354,1.9773018
780020814;950016089;LBM GAMBETTA;;;;2 R GAMBETTA;;78;YVELINES;78440 GARGENVILLE;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;43886641000030;;1;Etablissement Tarif Libre;2011-09-21;48.9883223;1.8125452;48.9883223,1.8125452
950016071;950016055;LBM BIONOVA;LABORATOIRE DE BIOLOGIE MEDICALE;;;2 AV BUDENHEIM;;95;VAL D'OISE;95600 EAUBONNE;01 34 16 60 70;01 30 37 84 89;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-01-01;48.9916478;2.2748814;48.9916478,2.2748814
950032086;950016170;LBM SELARL BIOSAGA SITE DURAND;;LBM DURAND;;57 R DE PARIS;;95;VAL D'OISE;95350 ST BRICE SOUS FORET;01 39 90 89 27;01 34 19 54 26;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2012-07-23;48.9993479;2.3557434;48.9993479,2.3557434
950003574;950003566;LABM DUVERT;;;;16 RES DE LA GARE;;95;VAL D'OISE;95370 MONTIGNY LES CORMEILLES;01 34 50 88 00;01 39 97 95 52;610;Laboratoire d'Analyses;3101;Laboratoires de Biologie Médicale;35109285300016;;99;Indéterminé;2000-06-07;49.0065197;2.1963333;49.0065197,2.1963333
950026658;950026385;LBM SELAS AMBO SITE JOUY LE MOUTIER;;ANA. MED. DES BOUCLES DE L'OISE;;89 AV DE BRUZACQUES;;95;VAL D'OISE;95280 JOUY LE MOUTIER;01 30 32 54 17;01 30 30 45 89;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-03-16;49.0082011;2.0448296;49.0082011,2.0448296
950016113;950016089;LBM BIOFUTUR;LABORATOIRE DE BIOLOGIE MEDICALE;;;8 AV GLANDAZ;;95;VAL D'OISE;95330 DOMONT;01 39 91 29 39;01 39 91 53 66;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;43886641000105;;1;Etablissement Tarif Libre;2011-09-21;49.0285319;2.3283058;49.0285319,2.3283058
950026625;950026385;LBM SELAS AMBO SITE DES TOULEUSES;;ANA. MED. DES BOUCLES DE L'OISE;;PL DES TOULEUSES;;95;VAL D'OISE;95000 CERGY;01 30 30 09 95;01 30 30 02 91;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2012-03-16;49.029829;2.083165;49.029829,2.083165
950016063;950016055;LBM BIONOVA;LABORATOIRE DE BIOLOGIE MEDICALE;;;5 R DE PIERRELAYE;;95;VAL D'OISE;95310 ST OUEN L AUMONE;01 39 09 10 00;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-01-01;49.0340611;2.1291253;49.0340611,2.1291253
950032078;950016170;LBM SELARL BIOSAGA SITE LAURIN;;LBM LAURIN;;20 AV ARISTIDE BRIAND;;95;VAL D'OISE;95330 DOMONT;01 39 91 07 59;01 39 91 31 72;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2012-07-23;49.0346171;2.3377737;49.0346171,2.3377737
770019370;770019362;LBM BIO 2000 DAMMARTIN EN GOELE;LABORATOIRE DE BIO MEDICAL BIO 2000 DAMMARTIN EN GOELE;;;25 R DE MEAUX;;77;SEINE-ET-MARNE;77230 DAMMARTIN EN GOELE;01 60 03 15 01;01 60 03 26 05;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;99;Indéterminé;2012-05-25;49.0533613;2.685305;49.0533613,2.685305
950016287;950016089;LBM VAUZELLE;;SELAS BIOFUTUR;;5 AV DE PARIS;;95;VAL D'OISE;95290 L ISLE ADAM;01 34 69 20 44;01 34 69 07 20;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-09-21;49.1119601;2.2200272;49.1119601,2.2200272
910019744;910020080;LBM MEDI 7 ETAMPES;LABORATOIRE DE BIOLOGIE MEDICALE MEDI 7 ETAMPES;SITE PRÉ ET POST-ANALYTIQUE;;2 AV DE LA LIBERATION;;91;ESSONNE;91150 ETAMPES;01 64 94 26 36;01 64 94 24 32;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;41994942500229;8690B;1;Etablissement Tarif Libre;2011-12-29;48.4332547;2.1552859;48.4332547,2.1552859
770018836;770018794;LBM BELLILABO MELUN;;;;13 BD CHAMBLAIN;;77;SEINE-ET-MARNE;77000 MELUN;01 64 39 50 30;01 64 39 12 12;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;1;Etablissement Tarif Libre;2011-02-25;48.534131;2.654639;48.534131,2.654639
